0	Obama's family tree	Family of Barack Obama - Wikipedia	https://en.wikipedia.org/wiki/Family_of_Barack_Obama	<p>The family of Barack Obama, the 44th President of the United States, and his wife Michelle Obama is made up of people of Kenyan (Luo), African-American, and Old Stock American (including originally English, Scottish, Welsh, Irish, French, German, and Swiss) ancestry.</p><p>Born circa 1829 in Moneygall, Ireland, he emigrated to Ohio via New York in 1850, making him the most recent immigrant on the maternal side of Barack Obama's family tree. </p>	<p>Obama was the 44th President of the US. He's married to Michelle and he has a lot of Kenyan people in his family but also some European ancestry as well.</p><p></p><p>The most recent person in Obama's family to immigrate to the US was in 1850. It was a man that came from Ireland to Ohio.</p>	1
1	Obama's family tree	Family of Barack Obama - Wikipedia	https://en.wikipedia.org/wiki/Family_of_Barack_Obama	<p>The family of Barack Obama, the 44th President of the United States, and his wife Michelle Obama is made up of people of Kenyan (Luo), African-American, and Old Stock American (including originally English, Scottish, Welsh, Irish, French, German, and Swiss) ancestry.</p><p>Born circa 1829 in Moneygall, Ireland, he emigrated to Ohio via New York in 1850, making him the most recent immigrant on the maternal side of Barack Obama's family tree. </p>	<p>The 44th president of the United States Barack Obama and his wife Michelle come from different ancestry from the people of Kenya, African American, and Old Stock American.</p><p></p><p>On his maternal side the most recent immigrant from his ancestry can be traced back to Moneygall, Ireland in 1829 wand then emigrated to Ohio via New York in 1850</p>	1
2	Obama's family tree	Barack Obama's Family Tree - Photo Essays - TIME	http://content.time.com/time/photogallery/0,29307,1834628,00.html	<p>With roots in Kansas, Kenya and beyond, the President is a one-man melting pot. </p>	<p>This national leader is a unique example of diversity, because he traces his ancestry from places as far-flung as Africa and midwestern America.</p>	1
3	Obama's family tree	Barack Obama's Family Tree - Photo Essays - TIME	http://content.time.com/time/photogallery/0,29307,1834628,00.html	<p>With roots in Kansas, Kenya and beyond, the President is a one-man melting pot. </p>	<p>The President has roots in Kansas, Kenya, and beyond making him a on-man melting pot.</p>	1
4	French Lick Resort and Casino	French Lick Resort	https://www.frenchlick.com/	<p>Home to two AAA Four-Diamond nationally historic hotels, three challenging golf courses, two rejuvenating spas, impressive meeting venues and a Vegas-style casino (rated No. 4 Best Casino outside of Las Vegas by Yahoo Travel, 2016), the resort is sure to exceed your expectations.</p><p>Voted Best Hotel in Indiana by Travel & Leisure Magazine, French Lick Resort is family-friendly, business-competent and perfect for a planned or impromptu getaway. </p>	<p>It has three hotels that are AAA Four-Diamond historic spots. There are also three golf courses, two beautiful spas, and places to have meetings. There's even a casino.</p><p></p><p>It was voted the best hotel in the state of Indiana by Travel & Leisure. It's great for business, family, or leisure.</p>	0
5	French Lick Resort and Casino	French Lick Resort	https://www.frenchlick.com/	<p>Home to two AAA Four-Diamond nationally historic hotels, three challenging golf courses, two rejuvenating spas, impressive meeting venues and a Vegas-style casino (rated No. 4 Best Casino outside of Las Vegas by Yahoo Travel, 2016), the resort is sure to exceed your expectations.</p><p>Voted Best Hotel in Indiana by Travel & Leisure Magazine, French Lick Resort is family-friendly, business-competent and perfect for a planned or impromptu getaway. </p>	<p>The resort contains two historic hotels that have been rated AAA Four Diamond.  It also boasts not one but three advanced golf courses, two spas, a number of large and meeting spaces for your group of any size.  It contains a well appointed and exciting Casino similar to those types found in Las Vegas and was in fact rated the fourth best Casino outside of Vegas by Yahoo travel in 2016.  There is no question that this property will not just meet but greatly fulfill all your needs and plans.  The French Lick Resort is perfect for both families and business travelers both for last minute plans and meetings. </p><p></p><p>The Hotel has been voted the best Hotel in Indiana by Travel & Leisure Magazine.</p>	0
6	French Lick Resort and Casino	French Lick Resort Casino - Wikipedia	https://en.wikipedia.org/wiki/French_Lick_Resort_Casino	<p>French Lick Resort is a resort complex in the central United States, located in the towns of West Baden and French Lick, Indiana. The 3,000-acre (12 km2) complex includes two historic resort spa hotels, stables, a casino, and three golf courses that are all part of a $500 million restoration and development project. </p>	<p>French Lick Resort is in West Baden and French Lick, Indiana. It has two spa hotels, stables for horses, a casino, and some golf courses. It was renovated at a cost of $500 million!</p>	1
7	French Lick Resort and Casino	French Lick Resort Casino - Wikipedia	https://en.wikipedia.org/wiki/French_Lick_Resort_Casino	<p>French Lick Resort is a resort complex in the central United States, located in the towns of West Baden and French Lick, Indiana. The 3,000-acre (12 km2) complex includes two historic resort spa hotels, stables, a casino, and three golf courses that are all part of a $500 million restoration and development project. </p>	<p>In West Baden and French Lick, Indiana there is a resort complex called French Lick Resort. It is a 3000 acre complex that offers golf courses, a casino, stables, two spa hotels that were all part of a restoration and development project that cost $500 million.</p>	1
8	Getting organized	How to Get Organized - 100 Best Organizing Tips - Woman's Day	http://www.womansday.com/home/organizing-cleaning/tips/a109/100-ways-to-get-organized/	<p>The meals, the kids, the housework, the job…the only way to stay sane is to get organized. Fat chance, you say? Remember, the goal of organizing isn't to make your house pristine; it's to make your life more functional. </p>	<p>Cooking, children, chores, work -- how can you keep your sanity? Getting organized. 'No way,' you might argue. But organization isn't about keeping a perfect household. It's about leading a manageable lifestyle.</p>	0
9	Getting organized	How to Get Organized - 100 Best Organizing Tips - Woman's Day	http://www.womansday.com/home/organizing-cleaning/tips/a109/100-ways-to-get-organized/	<p>The meals, the kids, the housework, the job…the only way to stay sane is to get organized. Fat chance, you say? Remember, the goal of organizing isn't to make your house pristine; it's to make your life more functional. </p>	<p>You will lose your mind if you don't get organized around the house. I know it's hard, but you should really do it. It will make your life go more smoothly. It's not about it being spotless, it's about it being orderly.</p>	1
10	Getting organized	How to Be Organized: 13 Steps (with Pictures) - wikiHow	http://www.wikihow.com/Be-Organized	<p>How to Be Organized. No one likes being disorganized. Organization takes time, but when you get the hang of it, life becomes much easier. To be truly organized, you need to organize your space and organize your time, making sure you keep track of all your appointments and commitments. </p>	<p>Successful Organization: Lack of organization is never pleasant. Although getting organized isn't achieved instantly, your life will be far less complicated once you manage it. Monitor your schedule in order to manage your time, and be sure your surroundings are organized too.</p>	1
11	Getting organized	How to Be Organized: 13 Steps (with Pictures) - wikiHow	http://www.wikihow.com/Be-Organized	<p>How to Be Organized. No one likes being disorganized. Organization takes time, but when you get the hang of it, life becomes much easier. To be truly organized, you need to organize your space and organize your time, making sure you keep track of all your appointments and commitments. </p>	<p>Getting Organized. Disorganization is something most people want to avoid. Being organized can be time consuming but will make your life a lot easier when you develop the habit. Being truly organized means getting your time and space in order and getting on top of your responsibilities and appointments.</p>	0
12	Toilet	Toilet - Wikipedia	https://en.wikipedia.org/wiki/Toilet	<p>A toilet is a sanitation fixture used for the storing or disposal of human urine and feces. In developed countries, different forms of porcelain flush toilets are common: seats are usually used in the West while squat toilets are common in East Asia. </p>	<p>Commodes are plumbing equipment that collect bodily waste products. Flushable ceramic commodes are most typical in the First World, where squatting designs proliferate in the Eastern hemisphere, and sit-on units prevail in Western nations.</p>	0
13	Toilet	Toilet - Wikipedia	https://en.wikipedia.org/wiki/Toilet	<p>A toilet is a sanitation fixture used for the storing or disposal of human urine and feces. In developed countries, different forms of porcelain flush toilets are common: seats are usually used in the West while squat toilets are common in East Asia. </p>	<p>Toilets are sanitary fixtures that handle storage and removal of human waste products like feces and urine. Porcelain toilets with flush capabilities are often found in developed nations. Western countries normally have toilets with seats, and East Asian countries prefer squat-style toilets.</p>	0
14	Toilet	Toilets | Products | Thetford Corporation	http://www.thetford.com/products/toilets/	<p>RV Toilets. Select from the most attractive & complete line-up in the industry. You’ll have a toilet that will provide years of trouble-free use.View Products </p>	<p>Commodes for recreational vehicles: Take your pick from among the broadest and most appealing selection of toilets. Enjoy owning a hassle-free, long-lasting plumbing fixture. Take a look at the options.</p>	0
15	Toilet	Toilets | Products | Thetford Corporation	http://www.thetford.com/products/toilets/	<p>RV Toilets. Select from the most attractive & complete line-up in the industry. You’ll have a toilet that will provide years of trouble-free use.View Products </p>	<p>RV Toilets. Choose among the highest quality and fullest selection around. Your new toilet will work perfectly for years to come. See Products</p>	1
16	Mitchell college	Mitchell College - Wikipedia	https://en.wikipedia.org/wiki/Mitchell_College	<p>Mitchell College is a private liberal arts college on the Thames River, in New London, Connecticut, in the United States. In 2015 it had 778 students and faculty of 68; admission rate was 70%. </p>	<p>A non-public institution for liberal arts studies, Mitchell College is located in Connecticut's New London. Enrollment totaled nearly 800, with a teaching staff of almost 70, as of recently. Furthermore, 7 out of 10 applicants are accepted.</p>	0
17	Mitchell college	Mitchell College - Wikipedia	https://en.wikipedia.org/wiki/Mitchell_College	<p>Mitchell College is a private liberal arts college on the Thames River, in New London, Connecticut, in the United States. In 2015 it had 778 students and faculty of 68; admission rate was 70%. </p>	<p>Mitchell College is a United States private liberal arts college located in New London, Connecticut on the Thames River.  In 2015, it had 778 students and 68 members of faculty.  The admission rate was 70%.</p>	0
18	Mitchell college	ThamesAcademy	http://www.thamesacademy.org/	<p>​Thames Academy can prepare your son or daughter to succeed – academically, socially and emotionally – in college. Get started today by applying for admission. </p>	<p>Thames Academy can prepare your son or daughter to succeed academically, socially, and emotionally in college.  Apply for admission today to get started.</p>	0
19	Mitchell college	ThamesAcademy	http://www.thamesacademy.org/	<p>​Thames Academy can prepare your son or daughter to succeed – academically, socially and emotionally – in college. Get started today by applying for admission. </p>	<p>Ensure the success of your child in higher education by filling out an application to enroll at Thames Academy. Don't delay!</p>	1
20	KCS	Knowledge-Centered Support - Wikipedia	https://en.wikipedia.org/wiki/Knowledge-Centered_Support	<p>Knowledge Centered Service (KCS) is a service delivery methodology that focuses on knowledge as a key asset of the organization implementing it. </p>	<p>A service delivery method known as KCS or Knowledge Centered Service, focuses on organizational implements that use knowledge as a key asset.</p>	0
21	KCS	Knowledge-Centered Support - Wikipedia	https://en.wikipedia.org/wiki/Knowledge-Centered_Support	<p>Knowledge Centered Service (KCS) is a service delivery methodology that focuses on knowledge as a key asset of the organization implementing it. </p>	<p>Knowledge Centered Service (KCS) is a methodology of delivering service, in which the organization implementing the same consider knowledge as the key asset.</p>	0
22	KCS	KCS® | Consortium for Service Innovation	http://www.serviceinnovation.org/kcs/	<p>The KCS® initiative consists of two components: a tactical discussion on KCS adoption and success, and a strategic discussion about the evolution of KCS and what is next. </p>	<p>There are two distinct aspects of the KCS initiative. The first component is a strategic discussion on how to successfully adopt KCS, and the second is a discussion of how KCS has evolved as well as future opportunities that may lie ahead.</p>	1
23	KCS	KCS® | Consortium for Service Innovation	http://www.serviceinnovation.org/kcs/	<p>The KCS® initiative consists of two components: a tactical discussion on KCS adoption and success, and a strategic discussion about the evolution of KCS and what is next. </p>	<p>Integrally,the KCS® initiative constitutes of two essential elements, former being tactical discussion based on KCS assumption and triumph while the latter being strategic or planned discussion about advancement of KCS and next what.</p>	1
24	Air travel information	Air travel - Wikipedia	https://en.wikipedia.org/wiki/Air_travel	<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>	<p>Helicopters, hot air balloons, gliders, parachuting, blimps, hang gliding, jets, airplanes, and other vehicles that can sustain flight constitute air travel.</p>	1
25	Air travel information	Air travel - Wikipedia	https://en.wikipedia.org/wiki/Air_travel	<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>	<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>	1
26	Air travel information	International travel − Travel information − American Airlines	https://www.aa.com/i18n/travel-info/international-travel/international-travel.jsp	<p>Always use the information exactly as it appears on your passport (to book and fill out any documents).</p><p>Passport cards will not be accepted as form of I.D. for international air travel. </p>	<p>You should always use the info exactly as you see it on your passport to make reservations and fill out any paperwork.</p><p></p><p>Passport cards aren't taken as a form of identification for international air travel.</p>	0
27	Air travel information	International travel − Travel information − American Airlines	https://www.aa.com/i18n/travel-info/international-travel/international-travel.jsp	<p>Always use the information exactly as it appears on your passport (to book and fill out any documents).</p><p>Passport cards will not be accepted as form of I.D. for international air travel. </p>	<p>When completing any documents requiring information from your passport, please check to make sure all of the information matches that of the information contained within your passport. </p><p></p><p>Please note that passport cards are not an acceptable form of identification (I.D.) for international air travel. A valid form of I.D. is required for international air travel.</p>	1
28	Appraisals	What You Should Know About Home Appraisals - Investopedia	http://www.investopedia.com/articles/pf/12/home-appraisals.asp	<p>When you're buying a home using a mortgage, refinancing your existing mortgage, or selling your home to anyone other than an all-cash buyer, the home appraisal is a key component of the transaction.</p><p>Appraisals are almost always used in purchase and sale transactions and commonly used in refinance transactions. In a purchase and sale transaction, an appraisal is used to determine whether the home's contract price is appropriate given the home's condition, location, and features. In a refinance, it assures the lender that it isn't handing the borrower more money than the home is worth.  </p>	<p>When you purchase a house using a mortgage, are refinancing an existing mortgage, or selling your house, the home appraisal is a key component of your transaction.</p><p></p><p>Appraisals can be used in purchase and sale transactions and also refinances.  An appraisal is used in a purchase and sale transaction to determine if the home's contract price is appropriate provided the home's condition, location, and features.  For a refinance it give assurance to the lender that they aren't giving the borrower more than the house is worth.</p>	0
29	Appraisals	What You Should Know About Home Appraisals - Investopedia	http://www.investopedia.com/articles/pf/12/home-appraisals.asp	<p>When you're buying a home using a mortgage, refinancing your existing mortgage, or selling your home to anyone other than an all-cash buyer, the home appraisal is a key component of the transaction.</p><p>Appraisals are almost always used in purchase and sale transactions and commonly used in refinance transactions. In a purchase and sale transaction, an appraisal is used to determine whether the home's contract price is appropriate given the home's condition, location, and features. In a refinance, it assures the lender that it isn't handing the borrower more money than the home is worth.  </p>	<p>When you purchase a house using a mortgage, refinancing a mortgage, or selling a home appraisal is a key component of the deal.</p><p></p><p>Appraisals are used in buying or selling transactions and commonly used in refinance transactions. In a purchase and sale scenario, an appraisal is used to decide whether the home's contract price is right when given the home's condition, location, and features. In a refinance it make the lender feel better that they are not handing the borrower more money than what the home is worth.</p>	0
30	Appraisals	Appraisal & Auction Services | Skinner Auctioneers	https://www.skinnerinc.com/services/	<p>Are you interested in learning about the history and value of your property or how to sell at auction? Skinner offers a complete range of appraisal and auction services designed to assist you in making decisions to fit your needs. </p>	<p>If you are interested in learning about the history and how much your property is worth or how to sell it auction, Skinner provides a full range of auction and appraisal services to help you make the decisions to fit your needs.</p>	0
31	Appraisals	Appraisal & Auction Services | Skinner Auctioneers	https://www.skinnerinc.com/services/	<p>Are you interested in learning about the history and value of your property or how to sell at auction? Skinner offers a complete range of appraisal and auction services designed to assist you in making decisions to fit your needs. </p>	<p>Skinner has a fulfilling service to learn about value and history of properties.  Also, you can learn how to sell at auctions if you are interested.  Our appraisal services could help you in making a better decision for your needs.</p>	1
32	Used car parts	Used Auto Parts: Find Used Car Parts Near You at Pull-A-Part	https://www.pullapart.com/auto-parts/	<p>Don't waste time digging through salvage yards. Use our state-of-the-art used auto parts system, updated daily, to find used car parts near you. Get started today! </p>	<p>not waste time diggings through the repair shops. Use our new generation modern parts, refurbished daily, to find used car parts adjacent to you. Start today</p>	1
33	Used car parts	Used Auto Parts: Find Used Car Parts Near You at Pull-A-Part	https://www.pullapart.com/auto-parts/	<p>Don't waste time digging through salvage yards. Use our state-of-the-art used auto parts system, updated daily, to find used car parts near you. Get started today! </p>	<p>Do you need to find used car parts? You could spend your time searching through junk yards, but there is a better way to get started.  Using our high quality used auto parts system will get you the updated results you need to find the parts close to you.</p>	1
34	Used car parts	Nationwide Used Auto Parts	http://www.nationwideusedautoparts.com/	<p>NationWide Used Auto Parts is a family run business with over three decades of experience in the automotive recycling industry. With hundreds of late model foreign and domestic cars on premise, we are confident we can help you with all of your used auto part needs. </p>	<p>Nationwide Used Auto Parts is a business run by a family with more than thirty years of experience in the car part recycling industry.  With a few hundred late model foreign and local cars on site, we are positive that we can assist you with any, and all, of your used car part needs.</p>	1
35	Used car parts	Nationwide Used Auto Parts	http://www.nationwideusedautoparts.com/	<p>NationWide Used Auto Parts is a family run business with over three decades of experience in the automotive recycling industry. With hundreds of late model foreign and domestic cars on premise, we are confident we can help you with all of your used auto part needs. </p>	<p>nationwide used auto parts is a family business that has been running for three decades. we have hundreds of late model foreign and domestic cars so we are certain to be able to help you.</p>	0
36	Cheap internet	High Speed Internet Service Provider | RCN DC Metro	http://www.rcn.com/dc-metro/high-speed-internet/	<p>RCN DC Metro offers award winning high speed Internet service with our fastest speeds up to 1000 Mbps! You can surf, game, stream, and connect wirelessly to multiple devices through RCN’s powerful fiber-optic network. </p>	<p>RCN DC Metro has high speed Internet. You can do anything on your computer because it goes up to 1000 Mbps!</p>	1
37	Cheap internet	High Speed Internet Service Provider | RCN DC Metro	http://www.rcn.com/dc-metro/high-speed-internet/	<p>RCN DC Metro offers award winning high speed Internet service with our fastest speeds up to 1000 Mbps! You can surf, game, stream, and connect wirelessly to multiple devices through RCN’s powerful fiber-optic network. </p>	<p>RCN DC Metro delivers award winning high speed Internet services, with some of our fastest speeds up to 1000 Mbps!  You can surf the web, play games, stream, and even connect multiple devices wirelessly through RCN's powerful fiber-optic network.</p>	0
38	Cheap internet	Tips for Getting Cheap Internet Service - The Simple Dollar	http://www.thesimpledollar.com/cheap-internet-service-providers/	<p>Internet access has become such an important fixture in our lives that, in most American households, it’s considered a required monthly utility, along the lines of the electric or phone bill. </p>	<p>Internet access is important for most Americans because they depend on it to do a lot of things. It's required just like any other utility.</p>	0
39	Cheap internet	Tips for Getting Cheap Internet Service - The Simple Dollar	http://www.thesimpledollar.com/cheap-internet-service-providers/	<p>Internet access has become such an important fixture in our lives that, in most American households, it’s considered a required monthly utility, along the lines of the electric or phone bill. </p>	<p>Similarly to an electric bill, Americans now consider the internet a required utility. It has become a regular part of their everyday life.</p>	0
40	GMAT prep classes	GMAT Prep Course | Kaplan Test Prep	https://www.kaptest.com/gmat	<p>Plan your GMAT test prep around your schedule with live online GMAT prep courses, private tutoring, and other Kaplan options designed to help you get the most out of your prep. </p>	<p>Kaplan options are designed to help you get the most out of your prep. Use live online GMAT prep courses, private tutoring, and other Kaplan options to plan your GMAT test prep around your schedule.</p>	0
41	GMAT prep classes	GMAT Prep Course | Kaplan Test Prep	https://www.kaptest.com/gmat	<p>Plan your GMAT test prep around your schedule with live online GMAT prep courses, private tutoring, and other Kaplan options designed to help you get the most out of your prep. </p>	<p>If you plan your GMAT test prep, you will get the most out of it. You have to do work on your own and also use resources like Kaplan.</p>	1
42	GMAT prep classes	Should I Take a GMAT Prep Course Before I Take the Exam?	http://www.mba.com/global/the-gmat-blog-hub/ask-the-expert/2012/aug/should-i-take-a-gmat-prep-course-before-i-take-the-exam.aspx	<p>It may not be necessary to take a course in preparation for the GMAT. If you are very organized and approach preparing for the GMAT as carefully as you do for your applications, you are in a position to study on your own. </p>	<p>To prepare for the GMAT it might not be necessary to take a prep course. If you take a methodical approach and are careful in your studies, you can ace the exam on your own.</p>	1
43	GMAT prep classes	Should I Take a GMAT Prep Course Before I Take the Exam?	http://www.mba.com/global/the-gmat-blog-hub/ask-the-expert/2012/aug/should-i-take-a-gmat-prep-course-before-i-take-the-exam.aspx	<p>It may not be necessary to take a course in preparation for the GMAT. If you are very organized and approach preparing for the GMAT as carefully as you do for your applications, you are in a position to study on your own. </p>	<p>You might not need to take a whole class to get ready for the GMAT. You can prepare on your own if you work really hard.</p>	0
44	DJs	Disc jockey - Wikipedia	https://en.wikipedia.org/wiki/Disc_jockey	<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>	<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>	1
45	DJs	Disc jockey - Wikipedia	https://en.wikipedia.org/wiki/Disc_jockey	<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>	<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>	0
46	DJs	DJ Player Professional - music mix app for pro DJs on the App Store	https://itunes.apple.com/us/app/dj-player-professional-music-mix-app-for-pro-djs/id339810085?mt=8	<p>Get creative with the state of the art professional DJ technology. DJ Player Pro goes beyond the laptop DJ with superior audio quality, innovative control and style. </p>	<p>You can unleash your creativity with modern DJ tech. DJ Player Pro is more than just a software, it offers first rate audio quality and great control.</p>	1
47	DJs	DJ Player Professional - music mix app for pro DJs on the App Store	https://itunes.apple.com/us/app/dj-player-professional-music-mix-app-for-pro-djs/id339810085?mt=8	<p>Get creative with the state of the art professional DJ technology. DJ Player Pro goes beyond the laptop DJ with superior audio quality, innovative control and style. </p>	<p>The professional DJ technology makes to innovative. It has far better audio quality, control mechanisms and style of using</p>	1
48	Maps	Google Maps - Wikipedia	https://en.wikipedia.org/wiki/Google_Maps	<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>	<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>	1
49	Maps	Google Maps - Wikipedia	https://en.wikipedia.org/wiki/Google_Maps	<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>	<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>	1
50	Maps	Map - Wikipedia	https://en.wikipedia.org/wiki/Map	<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>	<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>	1
51	Maps	Map - Wikipedia	https://en.wikipedia.org/wiki/Map	<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>	<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>	0
52	Dinosaurs	Dinosaur - Wikipedia	https://en.wikipedia.org/wiki/Dinosaur	<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>	<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>	0
53	Dinosaurs	Dinosaur - Wikipedia	https://en.wikipedia.org/wiki/Dinosaur	<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>	<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>	0
54	Dinosaurs	Dinosaurs (TV series) - Wikipedia	https://en.wikipedia.org/wiki/Dinosaurs_(TV_series)	<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>	<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>	0
55	Dinosaurs	Dinosaurs (TV series) - Wikipedia	https://en.wikipedia.org/wiki/Dinosaurs_(TV_series)	<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>	<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>	1
